timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_51,machine_status,machine_status
2018-08-31 00:00:00,2.4050336929429155,48.45016123368288,52.1675244510818,44.96566001542427,616.9090276533091,74.88782032918348,15.114037940190736,16.694029029683207,15.765068166097384,15.16941376904912,41.9947513263837,46.452225528270425,35.608735723027074,13.274123012316089,419.10365984295487,462.25333153781105,456.68111411556214,2.484301375119399,677.8169708946538,405.73886614329143,890.3329408774418,541.4808160764317,1111.0159814593733,610.1803284309252,699.7512297542024,798.889807342075,556.5701188620305,800.2259437951999,479.59257871451376,683.0969062882731,882.9475777611916,902.2003006340622,494.28783739882357,225.16577379480336,504.63406752401653,778.4723217617247,22.269364244471163,46.211260337790726,34.10579826565451,70.626352495973,31.51544143518661,32.5381440603512,41.3138154583888,56.06373897624416,55.72543090569072,55.80122924336153,42.113511245321895,306.8001474771706,112.75267249758538,208.57997251067096,-0.0003436331892801127,0
2018-08-31 00:01:00,2.4056472178424033,48.46283091325354,52.16494683444456,44.966021795772335,616.611914191282,74.89885080264634,15.109298641155386,16.68569193651972,15.760703672024475,15.176482074753858,42.09735805199028,46.58591722561345,35.56588462986389,13.27170931254349,419.4065116886669,462.3628349177102,456.80545970973867,2.4855752952755363,677.638411489616,405.71921915455005,890.9588204277436,541.8175211467181,1111.0048426726337,610.5943360724117,700.9324832326166,800.1389324426419,557.0812617538467,801.075675923001,480.14919895800955,683.2912895285149,886.7417945554295,897.7711844299292,494.8590114787143,225.7360678103587,505.12781712096273,778.3270020120545,21.932696184899356,46.32837140948004,34.100261340269235,70.69556402079616,31.52382108773072,32.52721198137973,41.23248686922463,55.72463687744146,55.32242730233598,55.48840168272269,41.995065113484415,306.30017240275714,112.36291219381106,208.5330615414284,-0.0006755080405912483,0
2018-08-31 00:02:00,2.406238900204781,48.47547099115491,52.16240178600113,44.96636237523298,616.3514041786192,74.90870491234661,15.104431488295782,16.67780420965111,15.756568183733442,15.183262541211556,42.19655653316503,46.71631827520568,35.526202684204065,13.269254162075345,419.6911195635197,462.49379925454537,456.94808570180146,2.48708522692459,677.4948491928208,405.70366565467725,891.5001774887836,542.1179143233462,1110.9736483590443,610.9861816522524,702.0747658248009,801.3611829812146,557.6151256621645,801.8979026135454,480.7351798014318,683.4597788525859,890.0786135795386,893.5865728758154,495.39536964966226,226.30263399550805,505.6201344508636,778.1765176936174,21.6081229987075,46.44504332723353,34.09793615913916,70.77970570513035,31.53544887289751,32.519207274742115,41.16194113419626,55.40458935147589,54.925706523080244,55.19559274497562,41.88931538563533,305.7917343952257,111.9680397515395,208.48230290695145,-0.0009960845168670686,0
2018-08-31 00:03:00,2.4068090773434045,48.48804923792228,52.15988493248259,44.96668381941179,616.1250326116677,74.91727551246913,15.09945368673429,16.670342827238112,15.752646108921278,15.189770220858945,42.29243539646908,46.8435164515331,35.4894960601125,13.266757548708702,419.9590590219907,462.64027769500416,457.1031418848421,2.4887579902837436,677.3802249534226,405.69144933432153,891.9683755862293,542.3862798284555,1110.925051751569,611.3576382121756,703.1781384546656,802.556709210404,558.1684307869023,802.6927085720538,481.3458332273623,683.6076166625624,893.0034364315353,889.6323252380374,495.89928011810304,226.86470947259184,506.1104964767886,778.0225734993551,21.29869625574898,46.561235716636034,34.09878626825182,70.87792120379788,31.550212502071577,32.51404951598145,41.10183648292742,55.10211342988123,54.535734489103874,54.92260904512652,41.7955901154817,305.27486976414446,111.5687019851006,208.42799017176753,-0.001305768668066875,0
2018-08-31 00:04:00,2.4073580936213643,48.50053839397388,52.157392711912514,44.96698805480074,615.9305053855445,74.92448767352064,15.094380580510737,16.663286110416834,15.74892410879385,15.19601813821985,42.38507678207615,46.967586801473125,35.45558837430371,13.2642231629955,420.2117396199706,462.7974543898597,457.2659360866398,2.490534762175044,677.2894921446538,405.681930062396,892.3731114339115,542.6262982791864,1110.8613551123499,611.7103140580008,704.2429420098123,803.7257743677343,558.7378960327716,803.4603172286181,481.9770697021274,683.7392031654722,895.5573492782328,885.8951842009534,496.3728774625649,227.42161130572038,506.5983121400135,777.8665635985827,21.006453027198738,46.676907977797555,34.10277137365923,70.98934410039634,31.567998074879863,32.511656648731666,41.05181592640386,54.81591988211851,54.15297926745741,54.669244768466925,41.71325637891981,304.7496835052032,111.1654836094295,208.3703821196201,-0.0016049214844864974,0
2018-08-31 00:05:00,2.4078862969228667,48.51291545256835,52.154922225266176,44.967276883860066,615.7656823706825,74.93029276907176,15.089225916997632,16.656613599507676,15.745390694918479,15.202017720862917,42.47455739448663,47.088593900800085,35.42431833400604,13.261657547215743,420.4504244376988,462.9614500353375,457.4327318953096,2.492368578697621,677.2184487013769,405.6745662693782,892.722673881596,542.8411399540482,1110.7845606466412,612.0456708973676,705.2697354606977,804.8687304250963,559.3202972655725,804.2010587928396,482.62531776217645,683.8582198708765,897.7775276291702,882.3627230199525,496.8180997448157,227.97273121494783,507.08295389027535,777.7096232189502,20.732642395724703,46.79201953342665,34.109847070360466,71.11310429099134,31.58869060460018,32.51194522857809,41.01151032754175,54.54488183736571,53.77790560612741,54.43527885923459,41.641715869919366,304.2163420535289,110.75891690837372,208.3097088744252,-0.0018938663675610087,0
2018-08-31 00:06:00,2.4083940360922567,48.525161052894234,52.15247111404375,44.967551997233954,615.6285627154584,74.9346635849471,15.084002066197815,16.650305948529407,15.742035896733363,15.207779139598744,42.560949390799294,47.2065937540691,35.39553773617869,13.259069389268161,420.6762470751165,463.1291596676351,457.60058024699333,2.4942222552005755,677.1635970210036,405.6689000799746,893.0241613933139,543.0335430118785,1110.6964134025948,612.365039590833,706.2592453071325,805.9859982457381,559.9125114845044,804.915344669763,483.2874553987491,683.9677351925341,899.6976035421166,879.0232945312629,497.2367187105539,228.51753033847697,507.5637818464592,777.5526717558392,20.477907408380908,46.906530060079035,34.1199647141337,71.24833348381553,31.612174483980098,32.51483066434089,40.980541137409,54.28800863580022,53.410970301973485,54.22047288637038,41.58040120084197,303.67506670746707,110.3494896840521,208.2461769080682,-0.0021728954302894657,0
2018-08-31 00:07:00,2.408881659129349,48.53725896568578,52.15003745936775,44.96781498369164,615.517272050432,74.93759027624667,15.078720202901911,16.64434483478426,15.738850987696848,15.213311575839793,42.64432113182297,47.32163539472112,35.36910976401613,13.25646893820583,420.8902264777716,463.29811742692897,457.76717927911557,2.4960666546441828,677.122027042726,405.6645447553015,893.2836648090924,543.2058791408563,1110.5984374773684,612.6696338733685,707.2123243888918,807.0780513777675,560.5115495252777,805.6036470498503,483.9607513879476,684.0702948106048,901.3479987279794,875.8659822580893,497.63036435716833,229.05553411840853,508.0401620391535,777.396448804351,20.24243072339315,47.020399700175794,34.13307140618873,71.39416993153968,31.638333897826882,32.520227453748504,40.95852283831618,54.04442404182348,53.05261828041554,54.02456947834772,41.52877278906762,303.1261276459708,109.93765178762192,208.17997313027223,-0.002442274806384699,0
2018-08-31 00:08:00,2.409349511970452,48.5491956566225,52.14761969894973,44.96806733827181,615.430051319283,74.93907702716922,15.073390458286747,16.638712880865583,15.735828260072104,15.218623430681067,42.72473781718618,47.43376223297037,35.3449075352081,13.253867521864848,421.0932798970423,463.4663838705189,457.93075777608203,2.49787924680187,677.0913186766774,405.661174076235,893.5064210327048,543.360208703366,1110.4919666282062,612.9605623459818,708.1299184296598,808.1454028453477,561.114579461427,806.2664826977012,484.64281501592757,684.1679990430607,902.7562267002752,872.8805537692355,498.0005449175684,229.5863273643927,508.5114799198698,777.2415442784979,20.02605072477735,47.13358925345564,34.14911006586505,71.54976249551095,31.667053188045994,32.52804941125077,40.9450651288543,53.813348094402784,52.703279285158565,53.84729123677832,41.48631623157615,302.569838472336,109.52382048057181,208.11126822244532,-0.00270224911945664,0
2018-08-31 00:09:00,2.4097979377178658,48.560959915165085,52.14521655888297,44.968310469014355,615.3652470032686,74.93913929321126,15.068022046381065,16.633393586920004,15.732960840019924,15.223722487504144,42.80226202217019,47.543013191282476,35.322812863585575,13.251277150157911,421.2862342427033,463.6324521368206,458.0899783050481,2.4996429102425455,677.0694603864293,405.6585133593408,893.6969423613657,543.4983270995117,1110.3781702028225,613.2388389893703,709.0130389602821,809.1885944085889,561.7189424982407,806.9044001393967,485.3315529011683,684.2625691316813,903.9471668227152,870.0574163802038,498.3486631203629,230.10954953282504,508.9771501023842,777.088423589865,19.82835366051129,47.24606034734078,34.16801957105155,71.71427412686559,31.698217176195186,32.53820988634963,40.93977488078882,53.59408198916165,52.36336509245302,53.68834005320175,41.452540085624555,302.0065512254333,109.10838483300837,208.04021934967744,-0.00295304524013653,0
2018-08-31 00:10:00,2.4102272762078414,48.572542538480704,52.14282699772838,44.96854570258741,615.3213025412057,74.93780152576694,15.062623369869744,16.628371271390538,15.730242536070172,15.228616037653754,42.87695415113402,47.64942366077491,35.30271520179794,13.248710190227685,421.4698360473323,463.79516986589306,458.24385678281527,2.5013449369532457,677.0547812557563,405.6563318467556,893.8591253997324,543.621803786281,1110.2580751502512,613.5053924116298,709.8627414976578,810.2081878543354,562.322162842902,807.5179695930113,486.0251318261202,684.3554040587929,904.9433128446835,867.3875752346879,498.6760294309358,230.624890246109,509.43662312140503,776.9374486975321,19.6487463559779,47.35777558630789,34.189734949702405,71.8868848371952,31.73171144807554,32.550621971328255,40.94225789336696,53.385995486796475,52.033267177929034,53.547396765665205,41.42697398741249,301.43665180694774,108.69170932992209,207.96697236198753,-0.003194875439338169,0
2018-08-31 00:11:00,2.410637863829275,48.583936061783945,52.14045016078549,44.96877428905524,615.2967507766779,74.93509529615605,15.057202108918327,16.62363101878968,15.727667715207195,15.233310976895662,42.948872820020455,47.75302630646039,35.28451073771932,13.246179101857875,421.644760229581,463.95367428745374,458.3916957520944,2.5029762060750307,677.0458943110776,405.6544362531628,893.9963428547247,543.7320151512055,1110.1325847460364,613.761074008723,710.6801080472852,811.2047579557606,562.9219527755089,808.1077751062056,486.7219466659823,684.44762926706,905.7649982756021,864.8625937638315,498.98387284956925,231.13208506629604,509.88938984579426,776.7888957071426,19.486513227497582,47.46869868080575,34.21418760889243,72.06679422111583,31.76742260439358,32.565198697658346,40.952120466929124,53.188516425990905,51.71335477535413,53.424121101819615,41.40916705208876,300.8605557795871,108.27413682691741,207.8916635767349,-0.003427940029241531,0
2018-08-31 00:12:00,2.4110300335235206,48.5951345278193,52.1380853427948,44.9689974059819,615.2902072892091,74.93105775023662,15.051765296047284,16.61915863331647,15.725231201775145,15.237813878863584,43.018075178449216,47.85385174473292,35.26810162152795,13.243696223390364,421.8116178159296,464.1073383100487,458.5330290938997,2.5045304987469406,677.0416492388047,405.6526652879554,894.1115209683757,543.8301722408969,1110.0024945598445,614.0066651885762,711.466233156938,812.1788868015118,563.5162139300465,808.6744084632195,487.4205926487725,684.5401384488263,906.4306007328508,862.474556489511,499.2733497370041,231.63091152954914,510.3349840622023,776.6429695852573,19.34086064021428,47.57879455658338,34.241305590399755,72.25322358435945,31.80523848109331,32.58185322067986,40.96897081462479,53.00112198889112,51.4039732761129,53.31815186365628,41.39868650799806,300.2787044968707,107.85599097237744,207.81442121817207,-0.0036524295695785957,0
2018-08-31 00:13:00,2.411404114910419,48.60613328938183,52.13573195761257,44.96921616202495,615.3003644873332,74.92573033649957,15.046319379547043,16.614940597347818,15.722928195218007,15.242131050480278,43.08461718025103,47.95192911271812,35.25339530397228,13.241273599951356,421.97096275739665,464.25572579874694,458.6675762773691,2.5060039306641517,677.0410929439415,405.65088499991015,894.2072048955343,543.9173441794312,1109.8685061056644,614.2428837864023,712.222212881581,813.131159247259,564.1030356149835,809.2184645046434,488.11984130308184,684.6336293976805,906.9567272018135,860.2160341144114,499.5455510507997,232.1211854418908,510.77298364557527,776.4998164618777,19.210951094928042,47.68802944551402,34.271013843910495,72.44541772362362,31.845048342568667,32.600498992393625,40.99242032842876,52.82333142562066,51.105442926101446,53.22910731597979,41.39511652601503,299.69156153005525,107.43757819267643,207.73536657687424,-0.003868526704986177,0
